Entity,Type,PageRank,Community_ID
exon 7 inclusion,Phenotype,0.0008098563252099505,1
severe phenotype,Phenotype,0.0007945971174760477,1
fatigue,Phenotype,0.0007867524847808614,15
SMN2 copy number,Variant,0.0007861945073894229,16
Apnea hypopnea index,Phenotype,0.0007623238660529263,16
treatment efficacy,Phenotype,0.0007583977917440782,8
noninvasive ventilation,Phenotype,0.0007536183614834113,15
lifespan,Phenotype,0.0007324952755827245,6
spinal muscular atrophy with progressive myoclonic epilepsy,Disease,0.0007081240792389253,0
FVC,Phenotype,0.0007057501226250601,16
musculoskeletal deformities,Phenotype,0.0006977056651702021,19
low bone mineral density,Phenotype,0.0006815315805496521,19
FEV1,Phenotype,0.000675146326133884,16
progressive deterioration of respiratory function,Phenotype,0.0006671803621664998,16
hip displacement,Phenotype,0.000663170310737124,16
life expectancy,Phenotype,0.0006582551810130623,16
therapeutic response,Phenotype,0.0006500119957391407,19
upper limb function,Phenotype,0.0006497452116879538,16
atrophy,Phenotype,0.0006492691229966806,10
full-length SMN2 mRNA,Gene,0.0006488081495616417,7
function,Phenotype,0.0006298687061310605,15
c.751C>T,Variant,0.0006290225305873539,0
weakness,Phenotype,0.0006155215544993617,5
cognitive difficulties,Phenotype,0.0006094563684706361,5
response to nusinersen,Phenotype,0.00059989601073161,12
motor neuron vulnerability,Phenotype,0.0005863707493387824,17
bulbar function,Phenotype,0.0005857308521936881,8
BMI/age z-score,Phenotype,0.0005843510682209984,8
functional decline,Phenotype,0.0005749114389865566,19
amyotrophic lateral sclerosis,Disease,0.0005646427567801715,25
scoliosis progression,Phenotype,0.00055998793800139,8
paralysis,Phenotype,0.0005535238289590612,5
communication,Phenotype,0.0005515346270219499,16
muscle strength,Phenotype,0.0005489088609209312,8
serum creatinine,Phenotype,0.0005465536207681773,8
executive function,Phenotype,0.0005462602750723255,8
progressive myoclonic epilepsy,Phenotype,0.0005450810352099178,0
SMN deficiency,Phenotype,0.0005416872625736354,52
age at diagnosis,Phenotype,0.0005408243752959879,16
disease activity,Phenotype,0.0005405405521951301,8
motor neurons,Phenotype,0.0005315784309401483,25
poor sleep quality,Phenotype,0.0005313456658762128,16
pulmonary function,Phenotype,0.000529348730869602,8
apoptosis,Phenotype,0.0005285096108897449,24
swallowing function,Phenotype,0.0005266239837143102,8
reduced activity,Phenotype,0.0005089793828791759,0
neuronal survival,Phenotype,0.0005028127320611246,3
5q-SMA,Disease,0.0005018418516297941,0
MFM-32,Phenotype,0.0005008569337924103,13
treatment response,Phenotype,0.0005002491233980289,8
Hammersmith Functional Motor Scale Expanded,Phenotype,0.0004994385642734933,8
hypotonia,Phenotype,0.000491242216595871,2
cognitive test performance,Phenotype,0.0004876043142142974,8
motor milestones,Phenotype,0.0004836930652788224,0
respiratory function,Phenotype,0.00048162427711056973,24
ketosis-prone diabetes,Phenotype,0.0004707734470078388,9
nephrolithiasis,Phenotype,0.0004688587874947872,13
oxidative stress,Phenotype,0.00046527205219221135,7
CHOP-INTEND score,Phenotype,0.0004636322900248412,8
lipid metabolism,Phenotype,0.0004629027337782675,12
MUNE,Phenotype,0.0004614422319705007,8
procedural sedation,Phenotype,0.00045921565308581586,13
differential methylation,Phenotype,0.0004567039625207698,23
clinical outcomes,Phenotype,0.00045556684728496405,13
ketoacidosis,Phenotype,0.00044436267441441354,3
expression of functional proteins,Phenotype,0.0004399599549250084,1
CMAP(max),Phenotype,0.0004396773911415102,8
motor performance,Phenotype,0.0004371318030758623,2
G1-phase arrest,Phenotype,0.00043288936826513003,18
motor outcomes,Phenotype,0.0004318925230284962,15
muscle function,Phenotype,0.00043048532750950474,8
respiratory complications,Phenotype,0.00042992966514391413,15
SMA carrier,Phenotype,0.00042884165328504234,1
AAV9-IGHMBP2 (CBA-promoter),Drug,0.0004203544977894525,20
convex RVA,Phenotype,0.0004203544977894525,133
motor function measure domain D1,Phenotype,0.0004203544977894525,178
cold paresis,Phenotype,0.00042011590583598276,5
depression,Phenotype,0.000416977543512241,15
mitochondrial biogenesis,Phenotype,0.000410342962969289,10
autophagy,Phenotype,0.00040872804841839827,3
progressive paralysis,Phenotype,0.0004087128891082886,10
ALS,Disease,0.00040694527220339847,25
atrophy of limb and trunk muscles,Phenotype,0.000406453496100087,10
Fas-induced death of SMA motoneurons,Phenotype,0.00040623450423337635,24
reduction in motor response amplitude,Phenotype,0.000405795038559196,10
anxiety,Phenotype,0.0004037447726047235,15
scoliosis angle,Phenotype,0.0004025990869143542,19
gene therapy,Drug,0.0004020883724201432,13
oral language disorders,Phenotype,0.0004008039271950455,1
Duchenne muscular dystrophy,Disease,0.0003993428052816717,51
selectively resistant motor neurons,Phenotype,0.0003935980743573271,17
neurite outgrowth defects,Phenotype,0.00039240500967271035,7
neurodegenerative diseases,Disease,0.000390293502055663,13
disease phenotype,Phenotype,0.00038942445598457055,13
neuronal death,Phenotype,0.00038941905043323214,10
hnRNP R,Protein,0.0003885121351058374,7
prognosis,Phenotype,0.000387352376989078,15
trunk asymmetry,Phenotype,0.00038688295883593254,6
spinal muscular atrophy Jokela,Disease,0.0003862267334806873,19
SMA pathogenesis,Disease,0.0003840272772238584,10
fasciculations,Phenotype,0.00038105061531902215,25
respiratory impairment,Phenotype,0.0003809961348013885,0
liver injury,Phenotype,0.0003800934799324399,13
Risdiplam,Drug,0.00037972844914815315,13
cerebellar pathology,Phenotype,0.00037850030643773254,17
arthrogryposis,Phenotype,0.00037846890084441856,0
pyramidal signs,Phenotype,0.00037810738023931684,0
SMA-PME,Disease,0.0003752107008988038,0
gastrostomy,Phenotype,0.0003743273568464583,16
tracheostomy,Drug,0.0003732953936927327,1
splicing defect of exon 7,Variant,0.00037287059104642076,1
full-length SMN protein,Protein,0.0003719179947191646,1
respiratory dysfunction,Phenotype,0.00036631487447281655,19
tube feeding,Phenotype,0.00036621236820736844,16
forced vital capacity,Phenotype,0.0003639530436378903,8
motor behavior,Phenotype,0.0003638006960641015,10
SMALED2,Disease,0.00036327651312589973,0
elbow flexion torque,Phenotype,0.0003621406720384697,6
Kennedy disease,Disease,0.0003604230395604332,25
SMA Functional Rating Scale,Phenotype,0.00035990958451909307,8
Revised Upper Limb Module,Phenotype,0.0003598789336256648,8
myopathy,Phenotype,0.00035957289028073114,0
age of onset,Phenotype,0.0003582404496234068,1
clinical improvement,Phenotype,0.0003566185222927232,13
gradual loss of signal transmission between motor neurons and skeletal muscle cells,Phenotype,0.0003557616833915717,10
neuromuscular function,Phenotype,0.0003527651002123684,6
dysphagia,Phenotype,0.00035218618424839496,16
motor phenotype,Phenotype,0.0003516394086298518,1
motor development,Phenotype,0.00034865012135282795,13
denervation-induced muscle atrophy,Phenotype,0.00034780706688292124,17
worse overall health,Phenotype,0.000345749609228491,15
damaged mitochondria,Phenotype,0.00034503768408950344,7
body weight,Phenotype,0.0003450334691349126,6
compound muscle action potential,Phenotype,0.0003418607293235573,8
respiratory distress,Phenotype,0.0003396477551303689,2
loss of ambulation,Phenotype,0.00033855068496167024,16
neurodevelopment,Phenotype,0.0003383663750457007,2
PUL score,Phenotype,0.0003380010801664371,77
SMA hallmarks,Phenotype,0.0003380010801664371,86
degeneration of SMN-deficient in vitro cultured primary cerebellum neurons,Phenotype,0.0003380010801664371,31
increased survival,Phenotype,0.0003374219644740294,16
sleep-disordered breathing,Phenotype,0.00033709767866477657,16
motor unit loss,Phenotype,0.00033499082285960816,8
chronic pain,Phenotype,0.0003322892214976155,2
Charcot-Marie-Tooth disease,Disease,0.00033194010649228864,0
scoliosis surgery,Phenotype,0.00033184257462411196,16
axonal neuropathy,Phenotype,0.0003316772979155843,5
higher ketone body levels,Phenotype,0.00033165427490005847,7
neuromuscular junction pathology,Phenotype,0.0003296515907409435,6
SMNDelta7,Variant,0.0003291887666186906,12
Cajal bodies,Phenotype,0.000327794618528994,17
satisfaction with participation,Phenotype,0.00032726379099289044,3
ACTIVLIM measures,Phenotype,0.0003254718695785642,19
cell cycle,Phenotype,0.0003248884781569538,12
seizures,Phenotype,0.00032440149977214753,0
HFMSE,Phenotype,0.0003238934363870618,8
Farber disease,Disease,0.0003232548727206178,0
D50,Phenotype,0.00032271156726225073,8
neurite outgrowth,Phenotype,0.00032231518641544254,17
gem formation,Phenotype,0.00032200265129122207,114
functional outcomes,Phenotype,0.00032034518338209644,15
muscle mass,Phenotype,0.00031801074101493656,8
axonal elongation,Phenotype,0.00031513364528491794,17
early-onset scoliosis,Phenotype,0.00031410968426331633,19
frequency of participation,Phenotype,0.00031313638166849845,3
actin cytoskeleton,Phenotype,0.00031274485282114964,17
spinal deformity,Phenotype,0.000310782576253778,8
neuronal degeneration,Phenotype,0.0003105210450959273,18
SMN levels,Phenotype,0.0003096210489278299,7
falls,Phenotype,0.00030946686768426834,15
difficulty in sitting,Phenotype,0.00030944215285995207,8
degeneration,Phenotype,0.0003093167865151371,25
exon 7 skipping,Phenotype,0.0003088560794647804,1
thrombotic microangiopathy,Phenotype,0.0003077646829360392,13
SMN-related SMA pathways,Phenotype,0.00030761828083946817,6
CHOP-INTEND,Phenotype,0.00030725893759557884,8
RULM,Phenotype,0.0003072453231859851,8
SMA carrier status,Phenotype,0.00030535680379211973,1
fast decline,Phenotype,0.0003051335904130941,9
clinical severity,Phenotype,0.000305029279288225,19
motor skills,Phenotype,0.0003042769947977295,8
impaired cortical neuronal migration,Phenotype,0.000304155269840963,0
motor-functional tests,Phenotype,0.00030399625466064615,9
paracetamol leftover clearance,Phenotype,0.00030399625466064615,9
presynaptic terminal dysfunction,Phenotype,0.00030333779711975533,9
bulbar dysfunction,Phenotype,0.00030281440068221114,13
lower motor neuron syndrome,Disease,0.00030133924848222505,25
cognitive outcome,Phenotype,0.00029989832177613183,0
KIF5A,Gene,0.00029630449652772795,5
25-OH D levels,Phenotype,0.00029507817317640485,8
myostatin,Protein,0.00029501066681206765,8
phenotype,Phenotype,0.0002947735462351908,5
6-minute walk test,Phenotype,0.000293931479955826,8
ability to sit without support,Phenotype,0.0002923489317132155,2
spinal and bulbar muscular atrophy,Disease,0.0002922577997644823,25
loss of the ability to move independently,Phenotype,0.0002921606049813131,10
reduced cell proliferation,Phenotype,0.0002917707316654356,18
motoneuron survival,Phenotype,0.0002911983961390703,5
SMA patients aged older than 8 months,Phenotype,0.00029093692809226964,13
consistent stander use,Phenotype,0.0002896662188369246,16
mild exception,Phenotype,0.0002895483405366318,1
Onasemnogene Abeparvovec,Drug,0.0002893109563618427,13
intracranial hypertension,Phenotype,0.00028445421825458396,0
motor unit numbers,Phenotype,0.0002837026270435012,8
cough impairment,Phenotype,0.000283361472747062,15
atrophic conditions,Phenotype,0.00028323642911039,10
skeletal muscle,Phenotype,0.00028178662022633136,52
slower deterioration,Phenotype,0.0002817271090962105,1
neurological phenotype,Phenotype,0.0002814478457519501,1
OPG expression,Phenotype,0.0002813841197354364,18
functional impairment,Phenotype,0.00028125390020114727,0
SMA progression,Phenotype,0.0002812393355491142,52
abnormal Golgi apparatus morphology,Phenotype,0.0002794543235244937,17
NF-kappaB,Protein,0.00027921546010232985,17
ability to walk,Phenotype,0.00027804485964617745,16
survival of the motor system,Phenotype,0.00027584695097496035,52
fractures,Phenotype,0.00027197550772504445,2
neuroprotection,Phenotype,0.0002706212373450997,1
cognitive deficits,Phenotype,0.00027017400731420364,13
loss of survival motor neuron protein,Phenotype,0.0002696656846456094,0
dyskerin,Protein,0.00026852546041267,17
p53 activation,Phenotype,0.0002676028525186235,10
need for nutritional or respiratory support,Phenotype,0.000267217381024839,16
spinal muscular atrophy with parkinsonism,Phenotype,0.00026618939434955275,0
HRQOL,Phenotype,0.00026559835406668567,13
FL-SMN,Protein,0.00026548290672926626,17
SBMA,Disease,0.0002653710412443609,2
diabetes,Phenotype,0.0002651136232402659,16
hypoglycaemia,Phenotype,0.00026451218642946285,9
in vitro efficacy,Phenotype,0.00026426543512902306,16
lipid metabolic disorders,Phenotype,0.0002639658089836961,9
neuropathic pain,Phenotype,0.00026343651249853816,0
Type 1B,Variant,0.00026330735144280526,9
cognitive function,Phenotype,0.00026230261738092715,7
respiratory insufficiency,Phenotype,0.00026217749168975905,0
axonal degeneration,Phenotype,0.000261937544846896,10
DRNT1,Gene,0.00026181969138539376,7
rearrangement in the peripheral nerve structure,Phenotype,0.0002614466085570483,9
cardiac function,Phenotype,0.00026063330555159414,5
neurotransmitter release,Phenotype,0.0002597464927832426,24
dynein motility,Phenotype,0.00025936276218159834,0
Phelan-McDermid syndrome,Disease,0.0002593108582288424,0
MN degeneration,Phenotype,0.00025862947925267657,10
mechanical hypersensitivity,Phenotype,0.0002577359808126855,8
ceramide accumulation in lysosomes,Phenotype,0.0002574993398934563,0
severe scoliosis,Phenotype,0.0002574586659197636,8
SOD1,Gene,0.000257006330151615,25
TBCE,Gene,0.000257006330151615,19
association between the ASC-1 complex and the RNAP II/U1 snRNP machinery,Phenotype,0.000257006330151615,26
hypersensitivity to DNA-damaging agents,Phenotype,0.000257006330151615,89
joint motion,Phenotype,0.000257006330151615,172
mitochondrial mislocalization,Phenotype,0.000257006330151615,174
necroptosis,Phenotype,0.000257006330151615,9
preimplantation genetic testing for spinal muscular atrophy,Phenotype,0.000257006330151615,98
significant changes,Phenotype,0.000257006330151615,27
mitochondrial membrane potential,Phenotype,0.0002563354585116987,12
compound heterozygous state,Variant,0.0002561364812191583,9
mitochondrial dysfunction,Phenotype,0.00025558064916377497,12
inflammation,Phenotype,0.0002552173372539025,18
actin cytoskeleton alterations,Phenotype,0.0002543205417248363,52
resistance to denervation,Phenotype,0.00025419085547045316,10
nutritional status,Phenotype,0.0002536046352313465,16
silent carrier,Phenotype,0.0002529873752682746,1
motor neuron function,Phenotype,0.0002527366426865226,13
pain,Phenotype,0.0002519090354723438,3
Spinal Muscular Dystrophy,Disease,0.0002515371224725179,1
home participation,Phenotype,0.00025105211775726806,150
swallowing difficulties,Phenotype,0.0002510046113063306,15
reduced maximal mouth opening,Phenotype,0.0002505607026647385,16
mitochondrial maximal oxygen consumption,Phenotype,0.00025036579522609516,12
range of motion,Phenotype,0.0002500155522712889,8
endocytosis,Phenotype,0.00024980845024646177,45
LRP4,Protein,0.0002498082164345184,23
peak ALT magnitude,Phenotype,0.0002492534450947874,6
SMA3,Phenotype,0.00024915871675065967,0
independent sitting,Phenotype,0.00024852824451584814,13
cardiac disease,Phenotype,0.0002483130543392579,25
cutaneous necrosis,Phenotype,0.00024720482341191607,13
restrictive lung disease,Phenotype,0.0002468556630850014,15
spinal asymmetry,Phenotype,0.0002467411424102196,46
actin rod assembly,Phenotype,0.0002465190462630647,17
sitting position,Phenotype,0.0002452646298012015,13
cell-cycle defect,Phenotype,0.00024501328477333743,39
deformity progression,Phenotype,0.00024501328477333743,137
motor neuron defects,Phenotype,0.00024283339797909849,16
ISS-N1,Variant,0.00024195788189025223,1
cardiovascular morbidity and mortality,Phenotype,0.00024190789761278063,16
liver defects,Phenotype,0.00024098956584908205,6
ventilation,Phenotype,0.00024059755246482354,8
spinal cord atrophy,Phenotype,0.00024002794266445734,10
motor neuron preservation,Phenotype,0.00023830486770637184,8
spinal cord,Phenotype,0.00023817217464999768,5
activities of daily living (ADLs),Phenotype,0.0002375454560201742,0
nocturnal hypoventilation,Phenotype,0.00023745675574167045,15
physical function,Phenotype,0.00023721277518588753,6
atrophy of neurons,Phenotype,0.000237088208399388,12
early onset distal weakness,Phenotype,0.0002369267148802262,0
mutations in the genes encoding aaRSs,Variant,0.0002369267148802262,0
neonatal respiratory distress,Phenotype,0.0002369267148802262,0
difficulty in standing and walking,Phenotype,0.00023657545278924036,0
denervation,Phenotype,0.00023482447713147372,6
insulin resistance,Phenotype,0.00023453636975156932,16
motor ability,Phenotype,0.00023443127095835596,13
depressive symptoms,Phenotype,0.00023442522071895913,16
constipation,Phenotype,0.00023441226284925747,13
motor circuit pathology,Phenotype,0.0002342553167051058,6
islands,Phenotype,0.00023411661815233992,0
need for noninvasive ventilation,Phenotype,0.00023411661815233992,0
collagen IV,Protein,0.00023401850411276378,0
non-invasive ventilation,Phenotype,0.00023336805754149912,16
pain in lower extremities,Phenotype,0.0002330464182883437,2
adult-onset dSMA with predominant calf muscle involvement,Phenotype,0.00023288720083388967,0
gastric glomus tumor,Disease,0.00023288720083388967,0
mildly elevated serum creatinine kinase (CK) levels,Phenotype,0.00023288720083388967,0
predominant atrophy and fatty replacement of calf muscles,Phenotype,0.00023288720083388967,0
RULM score,Phenotype,0.0002328723472684013,13
heart rate,Phenotype,0.00023271145045394018,15
strength,Phenotype,0.0002326536688657035,15
glial activation,Phenotype,0.00023174913445330153,24
synaptogenesis,Phenotype,0.00023125593691700598,23
AChR clustering defects,Phenotype,0.00023098956457683,3
denervation vulnerability,Phenotype,0.0002309634377433144,10
pneumonia,Phenotype,0.000230910579047138,18
social communication skills,Phenotype,0.00023079148418533383,17
Munc13-1,Protein,0.0002304305056747335,17
survival motor neuron (SMN) protein,Protein,0.00023020933120658778,1
neurite extension,Phenotype,0.00022969963865368702,24
delays in treatment,Phenotype,0.0002288744724852411,13
problems with breathing and swallowing,Phenotype,0.0002288476867875532,0
SMA treatment,Drug,0.00022827792242969256,13
gems localization,Phenotype,0.00022824910672787215,1
elevated creatine kinase,Phenotype,0.00022822668356783162,25
PLS3,Gene,0.00022815933409705262,16
organismal viability,Phenotype,0.00022799313088186306,17
Plasma pNF-H levels,Phenotype,0.00022758238310791783,8
endurance,Phenotype,0.00022628835729349652,15
severe neuromuscular disease,Phenotype,0.00022591494738280097,2
insufficient SMN protein,Phenotype,0.00022588275557529176,1
spinal muscular atrophy with congenital bone fractures 2,Disease,0.00022577304274883872,2
neonatal screening,Phenotype,0.00022569519458583213,13
tremor,Phenotype,0.00022556738614482578,0
congenital contractures,Phenotype,0.00022517517889159488,2
sniff nasal inspiratory pressure,Phenotype,0.0002251461527125043,16
restrictions in participation,Phenotype,0.00022459791769727217,8
postural deficits,Phenotype,0.0002243782795040504,9
sarcopenic obesity,Phenotype,0.0002243782795040504,9
PI3K-Akt signaling,Phenotype,0.0002240882671389562,18
phenotype heterogeneity,Phenotype,0.0002239959547529392,5
X-linked infantile spinal muscular atrophy,Disease,0.00022387976134798885,2
dyspnoea,Phenotype,0.0002237198219631595,3
hyperexcitability,Phenotype,0.0002237198219631595,10
pair-matching performance,Phenotype,0.0002237198219631595,9
neuromuscular dysfunction,Phenotype,0.00022348207593756944,52
neurodegenerative disorders,Phenotype,0.000223001504645824,9
absent deep tendon reflexes,Phenotype,0.0002210205333209246,2
spinal muscular atrophy-like phenotype disorder,Phenotype,0.0002208335563280613,0
snRNP biogenesis,Phenotype,0.0002207748120163869,17
muscle wasting,Phenotype,0.00022066087286844665,51
ALSFRS-R scores,Phenotype,0.00022032293061418536,19
axonal growth,Phenotype,0.00022012981971177503,6
muscle size,Phenotype,0.00021963590793960098,6
cognitive and adaptive impairments,Phenotype,0.0002193715720871952,13
milder phenotype,Phenotype,0.00021893258466816522,1
longer lifespan,Phenotype,0.00021809521449296863,16
pathogenic variants,Variant,0.00021790092173662486,0
SMA-associated phenotypes,Phenotype,0.00021743051361466326,45
Cobb angle,Phenotype,0.00021740641439385147,8
abilities to speak,Phenotype,0.00021713890059996298,9
respiratory tract infections,Phenotype,0.00021706348297940593,16
maximum transcutaneous carbon dioxide,Phenotype,0.00021681614130102366,15
BiPAP requirement,Phenotype,0.00021650895514420385,16
SMN production,Protein,0.00021632919507758882,7
life span,Phenotype,0.00021632082463661687,6
FAM107A,Gene,0.00021614548706220524,17
SMA therapy,Disease,0.00021614548706220524,9
false negative results,Phenotype,0.00021614548706220524,9
microbial invasion into the circulatory system,Phenotype,0.00021614548706220524,9
cognitive impairment,Phenotype,0.00021597928062439223,0
blood levels,Phenotype,0.00021571020054221026,7
diaphragm fatigue,Phenotype,0.0002155991096164385,81
sodium channel,Protein,0.0002155991096164385,9
RPE,Phenotype,0.00021500306149378385,9
selective MN loss,Phenotype,0.00021500306149378385,9
therapeutic decision making,Phenotype,0.00021500306149378385,9
symptom prevalence,Phenotype,0.00021375272739327901,3
selective apoptosis in spinal motor neurons,Phenotype,0.00021323944915179884,7
SMN protein stability,Phenotype,0.00021304287208143206,0
mTOR,Protein,0.00021294647467978332,17
mitochondria,Phenotype,0.00021264549303126078,17
DNA damage and stress response,Phenotype,0.00021152243332036566,52
DNA double-strand breaks,Phenotype,0.0002111884037448814,17
difficult intubation,Phenotype,0.0002111554283322081,16
gene expression,Phenotype,0.00021085876600210985,1
therapeutic efficacy,Phenotype,0.00021066557510961674,188
actin rods,Phenotype,0.0002102759780155006,9
pressure pain threshold,Phenotype,0.00021022156255009943,8
DRG findings,Phenotype,0.00021010517823744461,13
motor axon phenotypes,Phenotype,0.0002099280245242191,17
liver steatosis,Phenotype,0.00020949084295952442,10
axonal aberrations,Phenotype,0.00020884276718545337,0
U1 snRNP,Protein,0.0002087106875415326,18
contractures,Phenotype,0.00020860267775619403,2
healthcare costs,Phenotype,0.00020838731068353555,13
diaphragmatic weakness,Phenotype,0.00020835426995091026,5
muscular dystrophies,Phenotype,0.00020795424023767756,51
joint contractures,Phenotype,0.00020770627550504566,0
adverse events,Phenotype,0.00020674728566871282,8
spinal muscular atrophy with lower extremity predominance,Disease,0.00020670957914363858,0
elevated aminotransferases,Phenotype,0.0002066938288095683,13
arthrogryposis multiplex congenita,Phenotype,0.00020617392708702258,0
intraspinal changes,Phenotype,0.00020594018120925555,8
antisense therapy,Phenotype,0.00020589622696569028,1
neuromuscular transmission,Phenotype,0.0002054944162736928,52
cardiac tissue,Phenotype,0.00020546197221101362,6
autophagy deregulation,Phenotype,0.00020498251602992334,17
Motor Function Measure,Phenotype,0.00020467364893300707,8
impaired glucose tolerance,Phenotype,0.0002043064566132578,16
SMA type 0,Disease,0.00020426644555616316,2
muscle growth,Phenotype,0.00020422405823791704,8
disease burden,Phenotype,0.00020406023349699056,9
pelvic obliquity,Phenotype,0.00020378807724300336,8
coilin derivative,Protein,0.00020376557302561222,17
autophagic flux,Phenotype,0.00020314601299169533,12
late-onset spinal muscular atrophy,Disease,0.00020306531927193975,25
reduced m(6)A deposition on DNA repair gene mRNAs,Phenotype,0.00020305495885047554,7
multisystem inflammatory syndrome,Phenotype,0.0002030437475412372,159
cellular health,Phenotype,0.00020299837078264818,128
splicing of multiple exons of SMN1/SMN2,Phenotype,0.00020284490453333792,1
intrathecally,Drug,0.00020281082584194276,119
more severe disease presentation,Phenotype,0.00020276367949933452,7
therapeutic targets,Drug,0.0002024122126286033,5
mastication problems,Phenotype,0.0002021719359479396,16
JNK activation,Phenotype,0.00020216722005259296,45
therapeutic strategies,Drug,0.00020211118673828772,6
skeletal dysplasia,Phenotype,0.0002020465438368808,0
chest infections,Phenotype,0.00020169334553403684,16
SMA susceptibility,Phenotype,0.0002014635042726692,16
respiratory decline,Phenotype,0.00020101767325760692,16
clinical phenotype,Phenotype,0.00020087332590757159,16
grip strength,Phenotype,0.00020065727120780182,16
Na(v)1.7,Protein,0.00020065652138088756,17
faster 10MWRT,Phenotype,0.0002003308079525236,16
spinal cord regeneration,Phenotype,0.00020026513565577644,2
aspiration pneumonia,Phenotype,0.00020015476226237659,15
Klf15,Gene,0.00020005424434586932,6
NMJ denervation,Phenotype,0.00019958543347537182,52
JIP3 expression,Phenotype,0.00019932527489641735,67
kyphoscoliosis,Phenotype,0.00019917907041029805,16
proliferation differences,Phenotype,0.0001990960003068416,12
symptom onset,Phenotype,0.0001990891536492768,15
median survival 7.7 months,Phenotype,0.00019795559852066452,16
Gemin2,Protein,0.0001977788567033456,17
axon length,Phenotype,0.00019764974724842453,24
need for non-oral nutritional support before 1 year,Phenotype,0.0001974601265647036,16
lung function scores,Phenotype,0.000197254854195259,16
neurite length,Phenotype,0.00019708356665397062,5
neuroprotective properties,Phenotype,0.00019669544802932635,17
airway clearance,Phenotype,0.00019634113965547175,2
symptoms,Phenotype,0.00019607828304594915,15
p53,Protein,0.0001952094619441404,10
drug refractory epilepsy,Phenotype,0.00019498439574790527,0
loss of motor function,Phenotype,0.00019479862392722834,2
survival motor neuron 1 gene,Gene,0.0001947281526405768,0
body mass index,Phenotype,0.00019471575350146528,8
areflexia,Phenotype,0.00019462957817325323,2
Precocious pubarche,Phenotype,0.00019443032561914658,16
sialorrhea,Phenotype,0.00019399872109953468,9
scapular winging,Phenotype,0.00019312021654218392,0
decrease in acid ceramidase activity,Phenotype,0.00019266395544496656,0
microvesicular steatohepatitis,Phenotype,0.00019227898207862132,10
"DeltaV(RC,p)",Phenotype,0.00019216034088473543,16
obesity,Phenotype,0.00019206475358645423,16
motor axon length defect,Phenotype,0.00019205411319305347,23
outcomes,Phenotype,0.00019184733027531004,13
Alzheimer's disease,Disease,0.00019179057246286181,5
CMAP,Phenotype,0.00019109397532029852,8
ALS-causing mutations,Variant,0.00019098288732019485,17
fibrosis,Phenotype,0.00019080325093324735,0
growth defect,Phenotype,0.00019068615070319252,17
compound heterozygous mutations,Variant,0.00018991209357802636,0
developmental delay,Phenotype,0.00018951279176270702,0
consistent wearing-off effects,Phenotype,0.0001889674795539979,8
time of ventilation support being required,Phenotype,0.00018867174785634457,13
caregiver burden,Phenotype,0.00018858538211927655,19
loss of glutamatergic synapses,Phenotype,0.00018844019957761708,10
DNA damage,Phenotype,0.00018842510076507463,17
autonomic dysfunction,Phenotype,0.00018824109347205902,16
SMN stability,Phenotype,0.00018815366982921034,6
U12-dependent intron retention,Phenotype,0.00018802237480073424,9
SMN-HuR interaction,Phenotype,0.0001875350339420042,17
decrease in median frequency,Phenotype,0.00018753459240728214,81
decrease in root mean square amplitude,Phenotype,0.00018753459240728214,81
SMN mRNA,Gene,0.00018749395969427433,7
sensorineural hearing loss,Phenotype,0.0001872685670088429,0
