Entity,Type,PageRank,Community_ID
neurodevelopmental and neuromuscular disorders,Phenotype,0.000937460655202746,79
SMA-LED,Phenotype,0.000937460655202746,79
heterogeneity in patient genetics and clinical presentations,Phenotype,0.000937460655202746,117
endogenous sox9b,Phenotype,0.000937460655202746,36
children with fewer SMN2 copies,Phenotype,0.000937460655202746,45
therapeutic payload,Phenotype,0.000937460655202746,117
over 12 months,Time,0.000937460655202746,109
"phonology, lexicon, and morphosyntax",Phenotype,0.000937460655202746,45
children with more severe motor phenotypes,Phenotype,0.000937460655202746,45
protective effects on neuronal survival and morphology,Phenotype,0.000937460655202746,84
altered mechanisms,Phenotype,0.000937460655202746,84
static sitting balance,Phenotype,0.000937460655202746,82
selective movement control,Phenotype,0.000937460655202746,82
nusinersen sodium,Drug,0.000937460655202746,72
robust and spatiotemporal expression,Phenotype,0.000937460655202746,36
physical functioning,Phenotype,0.000937460655202746,16
QOL,Phenotype,0.000937460655202746,16
energy/fatigue,Phenotype,0.000937460655202746,16
altered vessel morphology,Phenotype,0.000937460655202746,89
intrinsic endothelial cell dysfunction,Phenotype,0.000937460655202746,89
comparable biological activity in enhancing the production of full-length SMN2 mRNA transcripts and functional SMN protein in fibroblasts derived from SMA patients,Phenotype,0.000937460655202746,72
altered vascular distribution,Phenotype,0.000937460655202746,89
functional outcomes,Phenotype,0.000937460655202746,5
endogenous lin28a,Phenotype,0.000937460655202746,36
MUNIX,Phenotype,0.000937460655202746,109
blood-brain barrier,Phenotype,0.000937460655202746,117
PAR levels,Phenotype,0.000937460655202746,63
weight loss,Phenotype,0.0009322957857078677,120
standing patients,Patient,0.0009230468404526582,6
trunk muscle weakness,Phenotype,0.0009230468404526582,6
patients with SMA type I,Patient,0.0009230468404526582,6
chronic difficulty maintaining posture,Phenotype,0.0009230468404526582,6
scoliosis,Phenotype,0.0009057789504890093,6
spinal muscular atrophy type 0,Phenotype,0.0009009421195028875,0
5q-spinal muscular atrophy,Disease,0.0009009421195028875,0
pre-mRNA splicing,Process,0.0008999689160018676,11
neuronal-astrocyte interactions,Interaction,0.0008999689160018676,11
RNA splicing,Phenotype,0.0008999689160018676,11
protein degradation,Phenotype,0.0008999689160018676,11
hypertrophic chondrocytes differentiation,Phenotype,0.0008999689160018676,11
homozygous deletion,Phenotype,0.0008948346502484127,57
body mass index,Phenotype,0.0008857005063296271,72
everyday life,Phenotype,0.0008857005063296271,116
prolonged half-lives,Phenotype,0.0008857005063296271,54
delayed T(max),Phenotype,0.0008857005063296271,54
well,Phenotype,0.0008857005063296271,54
prognosis,Phenotype,0.0008857005063296271,123
age at first nusinersen injection,Phenotype,0.0008857005063296271,72
lower total Pediatric Quality of Life neuromuscular module scores,Phenotype,0.0008857005063296271,116
"hyperactivity, emotional regulation and conduct",Phenotype,0.0008857005063296271,116
regeneration,Phenotype,0.0008857005063296271,70
biological barriers,Phenotype,0.0008857005063296271,70
synaptic stability,Phenotype,0.0008857005063296271,70
CYP21A2 variations,Variant,0.0008857005063296271,117
single-exon CNVs,Variant,0.0008857005063296271,117
body weight,Phenotype,0.0008857005063296271,123
pathological phenotype,Phenotype,0.0008857005063296271,123
peak cough flow,Phenotype,0.0008857005063296271,88
intra-rater reliability (IRR),Phenotype,0.0008857005063296271,88
forced vital capacity (liters),Phenotype,0.0008857005063296271,88
"synaptic organizers, trophic factors, and microRNAs",Phenotype,0.0008857005063296271,70
Rett syndrome,Phenotype,0.0008857005063296271,117
bulbar integrity,Phenotype,0.0008857005063296271,123
human monogenic diseases,Phenotype,0.0008857005063296271,117
F8 intron 22 inversions,Variant,0.0008857005063296271,117
postoperative complications,Phenotype,0.0008857005063296271,65
ICU length of stay,Phenotype,0.0008857005063296271,65
SMN-deficient murine and human-derived astrocytes,Phenotype,0.0008857005063296271,93
late-onset SMA mice,Phenotype,0.0008857005063296271,93
MN toxicity,Phenotype,0.0008857005063296271,93
elevated astrocytic glutamate release,Phenotype,0.0008857005063296271,93
days intubated,Phenotype,0.0008857005063296271,65
total hospital length of stay,Phenotype,0.0008857005063296271,65
PARP1,Protein,0.0008857005063296271,119
DNA repair,Phenotype,0.0008857005063296271,119
emotional and behavioral problems,Phenotype,0.0008857005063296271,116
through metabolism,Phenotype,0.0008857005063296271,54
patient-specific motor neurons,Phenotype,0.0008846534189913826,39
myogenic progenitor fate,Phenotype,0.0008846534189913826,39
deficiency,Phenotype,0.0008846534189913826,39
disease modifying treatments,Drug,0.0008846534189913826,39
telomerase biogenesis,Phenotype,0.0008846534189913826,39
SMN1 gene,Gene,0.0008846534189913826,39
reduced levels,Phenotype,0.0008846534189913826,39
maintenance of the quiescent MuSC reservoir,Phenotype,0.0008846534189913826,39
survival motor neuron pathway,Phenotype,0.0008768784366184774,0
linear growth compromise,Phenotype,0.0008679622016368293,5
swallowing,Phenotype,0.0008679622016368293,5
reduction of the number of patients with hypokalaemia,Phenotype,0.0008679622016368293,5
ribose conjugation,Phenotype,0.0008546444170057557,56
motor function remaining stable,Phenotype,0.0008546444170057557,4
glucuronidation,Phenotype,0.0008546444170057557,56
oxygenation,Phenotype,0.0008546444170057557,56
increasing post-natal age,Phenotype,0.0008546444170057557,4
oxidative products,Phenotype,0.0008546444170057557,56
Kruppel-like factor 15 (Klf15),Protein,0.0008546444170057557,123
neuromuscular pathology,Phenotype,0.0008546444170057557,123
scAAV9-SMN1,Drug,0.0008546444170057557,123
improved tissue- and sex-specific responses to treatment,Phenotype,0.0008546444170057557,123
progressive motor dysfunction,Phenotype,0.0008546444170057557,66
extended survival,Phenotype,0.0008546444170057557,66
study of chronic neurodegenerative processes,Phenotype,0.0008546444170057557,66
mechanistic and translational investigations of late-onset SMA,Phenotype,0.0008546444170057557,66
disease activity,Phenotype,0.0008546444170057557,4
glucosidation,Phenotype,0.0008546444170057557,56
delayed onset,Phenotype,0.0008546444170057557,66
interspinous lumbar puncture,Procedure,0.0008438985187524192,72
breathing,Phenotype,0.0008438985187524192,72
inpatient setting,Setting,0.0008438985187524192,72
Hammersmith Functional Motor Scale Expanded score,Phenotype,0.0008438985187524192,72
92.8%,Percentage,0.0008438985187524192,72
1294 patients,Patient,0.0008438985187524192,72
CSF levels of GDNF,Phenotype,0.0008438985187524192,72
CSF levels of IL-6 and YKL-40,Phenotype,0.0008438985187524192,72
SMA management,Phenotype,0.0008438985187524192,72
patients with SMA types 2 and 3,Patient,0.0008438985187524192,72
6-MWT,Phenotype,0.0008438985187524192,72
RULM,Phenotype,0.0008438985187524192,72
HFMSE,Phenotype,0.0008438985187524192,72
alternative splicing of the survival motor neuron 2 (SMN2) gene,Gene,0.0008438985187524192,72
clinical condition,Phenotype,0.0008438985187524192,72
clinical meaningful improvements,Phenotype,0.0008438985187524192,72
taurine deficit,Phenotype,0.0008438985187524192,72
Risdiplam,Drug,0.0008438985187524192,5
intrathecally,Route,0.0008438985187524192,72
SMA type 1 children,Phenotype,0.0008438985187524192,72
patients,Entity,0.0008438985187524192,72
stress,Phenotype,0.0008438985187524192,72
intrathecal,Procedure,0.0008438985187524192,72
CT-guided lumbar puncture,Procedure,0.0008438985187524192,72
hip dislocation,Phenotype,0.0008438985187524192,72
joint contracture,Phenotype,0.0008438985187524192,72
hospitalizations,Phenotype,0.0008438985187524192,72
independence,Phenotype,0.0008438985187524192,72
mood,Phenotype,0.0008438985187524192,72
discordant siblings,Phenotype,0.0008382941158269247,57
one SMN2 copy,Phenotype,0.0008382941158269247,57
"2 copies in the mother, 3 copies in the father",Phenotype,0.0008382941158269247,57
permanent ventilation,Phenotype,0.000833940357456508,12
RANBP2,Protein,0.000833940357456508,99
"spinal muscular atrophy, lower extremity predominant type 2",Phenotype,0.000833940357456508,124
lordosis,Phenotype,0.000833940357456508,59
kyphosis,Phenotype,0.000833940357456508,59
pelvic obliquity,Phenotype,0.000833940357456508,59
Cobb angle,Phenotype,0.000833940357456508,59
arthrogryposis multiplex congenita,Phenotype,0.000833940357456508,124
hydrops,Phenotype,0.000833940357456508,124
fetal akinesia,Phenotype,0.000833940357456508,124
increased nuchal translucency,Phenotype,0.000833940357456508,124
cerebellar hypoplasia,Phenotype,0.000833940357456508,124
thoracic width,Phenotype,0.000833940357456508,59
HOPS complex,Protein,0.000833940357456508,99
rotarod and grip performance,Phenotype,0.000833940357456508,12
T1-S1 spinal length,Phenotype,0.000833940357456508,59
neuropathology,Phenotype,0.000833940357456508,12
median survival,Phenotype,0.000833940357456508,12
GRAMD1A,Protein,0.000833940357456508,99
SMALED2,Phenotype,0.000833940357456508,99
dynein,Protein,0.000833940357456508,99
KIF5B,Protein,0.000833940357456508,99
head control,Phenotype,0.000833940357456508,12
4-point increase in CHOP INTEND score,Phenotype,0.000833940357456508,12
carrier,Phenotype,0.0008245685296455684,39
delayed endochondral ossification,Phenotype,0.0008245685296455684,39
neuronal differentiation programs,Phenotype,0.0008245685296455684,39
nusinersen-like antisense oligonucleotide,Drug,0.0008245685296455684,123
dwarfism,Phenotype,0.0008245685296455684,39
cell signaling,Phenotype,0.0008191517434927597,39
maintenance of the cytoskeleton,Phenotype,0.0008191517434927597,39
chromosomes,Phenotype,0.0008191517434927597,39
organelles,Phenotype,0.0008191517434927597,39
cell cycle,Phenotype,0.0008191517434927597,39
cell growth,Phenotype,0.0008191517434927597,39
hindlimb electrophysiology alterations,Phenotype,0.0008188173266657184,120
hindlimb neuromuscular junction pathology,Phenotype,0.0008188173266657184,120
milk spot reduction,Phenotype,0.0008188173266657184,120
muscle pathology,Phenotype,0.0008188173266657184,120
failure to thrive,Phenotype,0.0008188173266657184,120
milk aspiration,Phenotype,0.0008188173266657184,120
sciatic nerve pathology,Phenotype,0.0008188173266657184,120
lung pathology,Phenotype,0.0008188173266657184,120
decreased lifespan,Phenotype,0.0008188173266657184,120
respiratory changes,Phenotype,0.0008188173266657184,120
phrenic nerve disease pathology,Phenotype,0.0008188173266657184,120
diaphragm muscle fiber disease pathology,Phenotype,0.0008188173266657184,120
elevated cerebrospinal fluid protein,Phenotype,0.0008080098351735713,119
spinal muscular atrophy with respiratory distress type 1 (SMARD1),Phenotype,0.0008080098351735713,119
immune-mediated neuropathy,Phenotype,0.0008080098351735713,119
acute motor and sensory axonal neuropathy,Phenotype,0.0008080098351735713,119
cauda equina enhancement on spinal neuroimaging,Phenotype,0.0008080098351735713,119
Guillain-Barre syndrome-like phenotype,Phenotype,0.0008080098351735713,119
VAPB-PTPIP51 interaction,Phenotype,0.0007925322383580128,68
ER-mitochondria contacts,Phenotype,0.0007925322383580128,68
cytosolic Ca(2+),Phenotype,0.0007925322383580128,68
CRMP2 phosphorylation,Phenotype,0.0007925322383580128,68
CaMKII,Phenotype,0.0007925322383580128,68
DNA repair protein recruitment,Phenotype,0.0007925322383580128,63
IP3R-VDAC interaction,Phenotype,0.0007925322383580128,68
DNA repair protein expression,Phenotype,0.0007925322383580128,63
tau hyperphosphorylation,Phenotype,0.0007925322383580128,68
PARP1 expression,Phenotype,0.0007925322383580128,63
degeneration of corticospinal motor neurons (CSMNs),Phenotype,0.0007925322383580128,68
IRE1-XBP1/p38 mitogen-activated protein kinase (MAPK)/ c-Jun N-terminal kinase (JNK) pathway,Phenotype,0.0007925322383580128,68
increased axonal swellings,Phenotype,0.0007925322383580128,63
p53 expression and phosphorylation,Phenotype,0.0007925322383580128,68
elevated axonal breakage,Phenotype,0.0007925322383580128,63
shortened neurites,Phenotype,0.0007925322383580128,63
apoptosis,Phenotype,0.0007925322383580128,63
PARP1 activity,Phenotype,0.0007925322383580128,63
progressive spastic-ataxic tetraparesis,Phenotype,0.0007923004914468599,6
distal motor axonal neuropathy,Phenotype,0.0007923004914468599,6
milder complex spastic paraparesis,Phenotype,0.0007923004914468599,6
gastrointestinal dysfunctions,Phenotype,0.0007923004914468599,6
respiratory dysfunctions,Phenotype,0.0007923004914468599,6
optic atrophy,Phenotype,0.0007923004914468599,6
human diseases involving endocrine and/or neurologic system,Phenotype,0.0007923004914468599,6
Sanjad-Sakati syndrome,Phenotype,0.0007923004914468599,6
PEAMO (progressive encephalopathy with amyotrophy and optic atrophy),Phenotype,0.0007923004914468599,6
c.770_780dup; p.Gly261Leufs*,Variant,0.0007672168795638664,57
over 1000 alternative splicing events,Phenotype,0.0007672168795638664,57
chromosome 5q,Location,0.0007672168795638664,57
loss-of-function variants,Phenotype,0.0007672168795638664,57
LOF,Phenotype,0.0007672168795638664,57
general shift from strong to weak splice site usage,Phenotype,0.0007672168795638664,57
functional ties to larval development,Phenotype,0.0007672168795638664,57
U6 snRNA m6A methylation,Phenotype,0.0007672168795638664,57
1 copy,Phenotype,0.0007672168795638664,57
monoallelic SMN1 deletion,Variant,0.0007672168795638664,57
extensive transcriptomic changes,Phenotype,0.0007672168795638664,57
earlier initiation of therapy with fewer symptoms and shorter disease duration,Phenotype,0.000763399977576328,0
Tau levels,Phenotype,0.000763399977576328,0
any of the three approved disease-modifying therapies,Drug,0.000763399977576328,0
acute liver failure,AdverseEffect,0.000763399977576328,0
natural progression of the disease,Phenotype,0.000763399977576328,0
spinal muscular atrophy type I,Phenotype,0.000763399977576328,0
general motor development,Phenotype,0.000763399977576328,0
hepatitis,Phenotype,0.000763399977576328,0
243 patients,Patient,0.000763399977576328,0
combining two treatments over monotherapy,Phenotype,0.000763399977576328,0
new World Health Organization motor milestones,Phenotype,0.0007544837425946799,5
survival motor neuron 2 splicing,Phenotype,0.0007544837425946799,5
NFL levels,Phenotype,0.0007544837425946799,5
peak flow,Phenotype,0.0007544837425946799,5
EK2 scores,Phenotype,0.0007544837425946799,5
usage of respiratory support,Phenotype,0.0007544837425946799,5
favourable respiratory trajectory,Phenotype,0.0007544837425946799,5
overall motor stability,Phenotype,0.0007544837425946799,5
upper-limb improvement,Phenotype,0.0007544837425946799,5
steatosis,Phenotype,0.0007544837425946799,5
survival motor neuron 2 protein,Protein,0.0007544837425946799,5
clinical outcomes,Phenotype,0.0007544837425946799,5
514 patients,Patient,0.0007544837425946799,5
switching,Action,0.0007544837425946799,5
speech,Phenotype,0.0007544837425946799,5
fatigue,Phenotype,0.0007544837425946799,5
muscle movement,Phenotype,0.0007544837425946799,5
thousands of patients with spinal muscular atrophy,Patient,0.0007544837425946799,5
age,Attribute,0.0007304200597102699,4
baseline motor function,Attribute,0.0007304200597102699,4
SMN2 copy number,Attribute,0.0007304200597102699,4
GLE1,Gene,0.0007304200597102699,117
UCHL1,Gene,0.0007304200597102699,117
GRP,Gene,0.0007304200597102699,117
ADRA1D,Gene,0.0007304200597102699,117
PIK3C2A,Gene,0.0007304200597102699,117
Cr,Phenotype,0.0007304200597102699,52
Onasemnogene Abeparvovec,Drug,0.0007304200597102699,0
CTSD,Gene,0.0007304200597102699,117
DES,Gene,0.0007304200597102699,117
COX8A,Gene,0.0007304200597102699,117
CHI3L1,Gene,0.0007304200597102699,117
BAX,Gene,0.0007304200597102699,117
CHM,Gene,0.0007304200597102699,117
CPOX,Gene,0.0007304200597102699,117
ACHE,Gene,0.0007304200597102699,117
VIM,Gene,0.0007304200597102699,117
CSF2,Gene,0.0007304200597102699,117
RTL3,Gene,0.0007304200597102699,117
SLC25A46,Gene,0.0007304200597102699,117
FUS,Gene,0.0007304200597102699,117
STK36,Gene,0.0007304200597102699,117
FST,Gene,0.0007304200597102699,117
